cell_type,niche,names,scores,logfoldchanges,pvals,pvals_adj
Fibroblasts,Vascular stroma,SPRY4,1.1989963,0.5406518,0.23052937789785666,0.9992357540704399
Fibroblasts,Vascular stroma,ADGRL4,0.50859755,0.54020834,0.6110343560986395,0.9992357540704399
Fibroblasts,Vascular stroma,FZD4,2.232009,0.52915335,0.02561437862397103,0.3278640463868292
Fibroblasts,Vascular stroma,RGS2,-2.5329776,-0.52412164,0.011309822340858337,0.16205118577946273
Fibroblasts,Vascular stroma,NOD2,-0.8832623,-0.52277327,0.377094570807485,0.9992357540704399
Fibroblasts,Vascular stroma,ANGPT4,-0.2380495,-0.51797456,0.8118426992969786,0.9992357540704399
Fibroblasts,Vascular stroma,SPARCL1,4.9668474,0.51578647,6.805015013814526e-07,2.1073594881490144e-05
Fibroblasts,Vascular stroma,IL20RA,-0.7224524,-0.50916076,0.4700163738090801,0.9992357540704399
Fibroblasts,Vascular stroma,RARB,-1.4701829,-0.5081497,0.141512222090326,0.9992357540704399
Fibroblasts,Vascular stroma,JUNB,-6.5100746,-0.5042195,7.511347402661459e-11,4.2417020626794126e-09
Fibroblasts,Vascular stroma,NOTCH1,1.9923106,0.50318986,0.0463369898524018,0.535945906726575
Fibroblasts,Vascular stroma,INHBA,-3.787853,-0.5013392,0.00015195468197434816,0.003241699882119427
Fibroblasts,Vascular stroma,COL4A2,5.220636,0.49816427,1.7831001077187203e-07,6.339911494111005e-06
Fibroblasts,Vascular stroma,PLAC8,0.98378843,0.49594057,0.3252195506926464,0.9992357540704399
Fibroblasts,Vascular stroma,COL14A1,5.262681,0.4931766,1.4196962031683436e-07,5.241955211698499e-06
Fibroblasts,Vascular stroma,FGF2,0.93488884,0.48555198,0.3498455868989476,0.9992357540704399
Fibroblasts,Vascular stroma,PDGFRB,2.8553483,0.482797,0.004298965109314664,0.06878344174903463
Fibroblasts,Vascular stroma,FABP4,-0.3741989,-0.4826836,0.7082563249862965,0.9992357540704399
Fibroblasts,Vascular stroma,IL7R,-0.80991423,-0.4793845,0.41798947347391213,0.9992357540704399
Fibroblasts,Vascular stroma,HSPA1B,-2.1430318,-0.47751778,0.03211054892505717,0.3902041388361378
Fibroblasts,Vascular stroma,FCRLA,0.5379059,0.47485334,0.5906420276041505,0.9992357540704399
Fibroblasts,Vascular stroma,MIF,-4.123767,-0.47460738,3.7272572680720166e-05,0.000894541744337284
Fibroblasts,Vascular stroma,ADM2,0.5731366,0.47426814,0.5665521997273129,0.9992357540704399
Fibroblasts,Vascular stroma,NFKBIA,-1.8572943,-0.47114912,0.0632692865804525,0.6531023130885419
Fibroblasts,Vascular stroma,SERPINA1,-1.7069004,-0.46929562,0.08784057861596645,0.7808051432530351
Fibroblasts,Vascular stroma,EMP3,-1.5682385,-0.4674077,0.11682547162495213,0.9346517921781426
Fibroblasts,Vascular stroma,IL15RA,-3.432625,-0.4652817,0.0005977680128609274,0.011252103771499811
Fibroblasts,Vascular stroma,WNT5A,-0.8762172,-0.46474907,0.3809119701442967,0.9992357540704399
Fibroblasts,Vascular stroma,ARHGDIB,1.5533214,0.4632837,0.1203463796273187,0.9346517921781426
Fibroblasts,Vascular stroma,EOMES,-0.23323414,-0.45563963,0.8155796037422627,0.9992357540704399
Fibroblasts,Vascular stroma,CD48,-0.87531954,-0.45343694,0.38140006110009395,0.9992357540704399
Fibroblasts,Vascular stroma,CD24,-0.84786147,-0.452952,0.3965151320926018,0.9992357540704399
Fibroblasts,Vascular stroma,CYSTM1,1.5570323,0.45184183,0.11946280791294897,0.9346517921781426
Fibroblasts,Vascular stroma,HLA.DRA,-3.0577903,-0.44874787,0.0022297559197200804,0.040388031753420324
Fibroblasts,Vascular stroma,IL12RB2,-0.5822937,-0.4486493,0.5603688883604407,0.9992357540704399
Fibroblasts,Vascular stroma,LY75,-0.43314013,-0.4436309,0.6649129718774918,0.9992357540704399
Fibroblasts,Vascular stroma,CPB1,-0.38095877,-0.43928483,0.7032338469521648,0.9992357540704399
Fibroblasts,Vascular stroma,COL9A1,0.80177,0.43590114,0.42268603357612133,0.9992357540704399
Fibroblasts,Vascular stroma,CALB1,-0.7462309,-0.4339876,0.455527927541014,0.9992357540704399
Fibroblasts,Vascular stroma,CRIP1,-1.734272,-0.432513,0.08286982198886579,0.7576669438982016
Fibroblasts,Vascular stroma,SOX4,-2.4290988,-0.4319171,0.015136403096438291,0.20466122496592618
Fibroblasts,Vascular stroma,FZD1,-2.6421084,-0.4302955,0.008239166707223754,0.12358750060835631
Fibroblasts,Vascular stroma,MYC,-0.8026179,-0.42926335,0.42219562326605586,0.9992357540704399
Fibroblasts,Vascular stroma,GLUL,-1.9153798,-0.42449895,0.0554440868719166,0.6034686371820202
Fibroblasts,Vascular stroma,CXCR4,-0.60946125,-0.423149,0.5422187378439585,0.9992357540704399
Fibroblasts,Vascular stroma,CCR2,-0.42581502,-0.4213985,0.6702426526908123,0.9992357540704399
Fibroblasts,Vascular stroma,PTTG1,0.36278334,0.42064583,0.7167667303097309,0.9992357540704399
Fibroblasts,Vascular stroma,HLA.DPB1,-1.8233355,-0.4174018,0.06825259041364184,0.6748918004350452
Fibroblasts,Vascular stroma,TACSTD2,-0.6123557,-0.416967,0.5403024276893,0.9992357540704399
Fibroblasts,Vascular stroma,ITGA1,3.026909,0.4154976,0.0024706828237049715,0.043923250199199494
Fibroblasts,Vascular stroma,OAS2,-0.9788265,-0.4130521,0.3276657136353853,0.9992357540704399
Fibroblasts,Vascular stroma,NLRC5,-1.3355304,-0.41130456,0.18170279850930127,0.9992357540704399
Fibroblasts,Vascular stroma,NRXN3,0.49038547,0.40624377,0.6238611464990458,0.9992357540704399
Fibroblasts,Vascular stroma,HAVCR2,-0.46049353,-0.40582064,0.6451620096625906,0.9992357540704399
Fibroblasts,Vascular stroma,HLA.DRB5,-1.6923888,-0.40455282,0.09057186807622368,0.7904453941197703
Fibroblasts,Vascular stroma,CD83,-0.79464114,-0.4036956,0.4268222895611553,0.9992357540704399
Fibroblasts,Vascular stroma,PDCD1LG2,-0.6820373,-0.40178877,0.49521536256613097,0.9992357540704399
Fibroblasts,Vascular stroma,TLR3,0.66101456,0.40052864,0.5086029888459611,0.9992357540704399
Fibroblasts,Vascular stroma,COL6A2,9.519083,0.39894244,1.7471379629792304e-21,2.7954207407667684e-19
Fibroblasts,Vascular stroma,CXCR6,0.53936094,0.39755878,0.5896378123193441,0.9992357540704399
Fibroblasts,Vascular stroma,ATG10,-0.9461029,-0.39623407,0.34409610264065926,0.9992357540704399
Fibroblasts,Vascular stroma,PDGFC,-1.4958483,-0.3962248,0.13469318598335386,0.9805354045488437
Fibroblasts,Vascular stroma,TLR7,-0.48927584,-0.3946828,0.6246464127457572,0.9992357540704399
Fibroblasts,Vascular stroma,KRT6C,-0.49855068,-0.3924495,0.6180959570505427,0.9992357540704399
Fibroblasts,Vascular stroma,TPM1,-3.6348524,-0.39078352,0.0002781397957086146,0.005562795914172292
Fibroblasts,Vascular stroma,KRT17,-0.9002888,-0.38395455,0.36796656740520517,0.9992357540704399
Fibroblasts,Vascular stroma,ITGAM,-0.5229625,-0.38317227,0.6010003321480033,0.9992357540704399
Fibroblasts,Vascular stroma,CXCL1,-0.5012829,-0.3821646,0.616172051393157,0.9992357540704399
Fibroblasts,Vascular stroma,PDGFB,0.3983412,0.3789185,0.6903786862391836,0.9992357540704399
Fibroblasts,Vascular stroma,SST,-0.3547961,-0.37700698,0.7227423404962081,0.9992357540704399
Fibroblasts,Vascular stroma,HLA.DPA1,-2.7995868,-0.37596455,0.005116805176094334,0.08052676998443542
Fibroblasts,Vascular stroma,CXCL12,-3.2894568,-0.37265685,0.0010038097771915247,0.018531872809689688
Fibroblasts,Vascular stroma,CLCF1,-1.153088,-0.37137842,0.2488742575852131,0.9992357540704399
Fibroblasts,Vascular stroma,CELSR2,0.42574435,0.37030134,0.6702941458596284,0.9992357540704399
Fibroblasts,Vascular stroma,CEACAM1,-0.4667326,-0.37009928,0.6406912139919765,0.9992357540704399
Fibroblasts,Vascular stroma,TP53,-0.79802495,-0.3700314,0.42485600015030256,0.9992357540704399
Fibroblasts,Vascular stroma,MET,-0.50640184,-0.36795506,0.6125745891976373,0.9992357540704399
Fibroblasts,Vascular stroma,FCER1G,-1.0592171,-0.36713696,0.289500942708383,0.9992357540704399
Fibroblasts,Vascular stroma,SAA2,-0.78328574,-0.3628251,0.4334593335575654,0.9992357540704399
Fibroblasts,Vascular stroma,S100A8,0.5959887,0.36170107,0.5511827797155424,0.9992357540704399
Fibroblasts,Vascular stroma,THBS2,-4.437528,-0.36116022,9.099793025301865e-06,0.00024959432297970825
Fibroblasts,Vascular stroma,TXK,-0.48362303,-0.359198,0.6286534299708306,0.9992357540704399
Fibroblasts,Vascular stroma,MYH11,-0.43460307,-0.3574472,0.6638505742185673,0.9992357540704399
Fibroblasts,Vascular stroma,C5AR2,-0.37626114,-0.35500607,0.706722751964818,0.9992357540704399
Fibroblasts,Vascular stroma,ATF3,-1.5732241,-0.35328874,0.11566695363407516,0.9346517921781426
Fibroblasts,Vascular stroma,STAT1,-2.6106725,-0.35233566,0.009036439822448993,0.13222671127064656
Fibroblasts,Vascular stroma,IGF2,0.58316255,0.35178623,0.5597838921421396,0.9992357540704399
Fibroblasts,Vascular stroma,JAG1,1.7486135,0.3507236,0.080357851512121,0.7468517020225615
Fibroblasts,Vascular stroma,IGHG2,-1.4012315,-0.34984896,0.16114486112571103,0.9992357540704399
Fibroblasts,Vascular stroma,APOD,1.3418767,0.34981796,0.1796359486890552,0.9992357540704399
Fibroblasts,Vascular stroma,BST2,-1.4914439,-0.3491102,0.13584500917187106,0.9805354045488437
Fibroblasts,Vascular stroma,ITGB8,0.79402876,0.34833944,0.42717870377418166,0.9992357540704399
Fibroblasts,Vascular stroma,SFN,-0.8519545,-0.34829998,0.3942393333034758,0.9992357540704399
Fibroblasts,Vascular stroma,OAS1,-0.77730316,-0.34688735,0.4369799275330971,0.9992357540704399
Fibroblasts,Vascular stroma,IL2RG,-0.66474384,-0.34623176,0.5062143503569746,0.9992357540704399
Fibroblasts,Vascular stroma,TNFRSF13B,-0.24728246,-0.3461041,0.8046896348376322,0.9992357540704399
Fibroblasts,Vascular stroma,PROK2,0.30963367,0.3444073,0.7568395429227985,0.9992357540704399
Fibroblasts,Vascular stroma,HLA.DQB1,-2.509416,-0.34398997,0.012093091814296223,0.17072600208418198
Fibroblasts,Vascular stroma,TNFSF15,-0.66936815,-0.34242693,0.5032606542640925,0.9992357540704399
Fibroblasts,Vascular stroma,TNFRSF17,0.2725867,0.34165576,0.7851709251893507,0.9992357540704399
Fibroblasts,Vascular stroma,FFAR3,0.5475078,0.3412297,0.5840298864932899,0.9992357540704399
Fibroblasts,Vascular stroma,MMP10,0.39970994,0.33824182,0.6893701783804477,0.9992357540704399
Fibroblasts,Vascular stroma,ITGB2,-1.032667,-0.33550096,0.3017597273080278,0.9992357540704399
Fibroblasts,Vascular stroma,WNT11,-0.55320257,-0.3350269,0.580124727788403,0.9992357540704399
Fibroblasts,Vascular stroma,NLRP3,-0.50083274,-0.33496726,0.6164888358062978,0.9992357540704399
Fibroblasts,Vascular stroma,TM4SF1,-0.8383877,-0.3347302,0.4018129756233554,0.9992357540704399
Fibroblasts,Vascular stroma,FABP5,-1.0342635,-0.33428165,0.30101300738268033,0.9992357540704399
Fibroblasts,Vascular stroma,XCL1,-0.6340694,-0.33288702,0.5260355372871528,0.9992357540704399
Fibroblasts,Vascular stroma,PDGFD,0.7201887,0.33214483,0.4714088434927277,0.9992357540704399
Fibroblasts,Vascular stroma,B2M,-4.837701,-0.33162412,1.3134950061515212e-06,3.940485018454563e-05
Fibroblasts,Vascular stroma,WNT2B,-0.32563433,-0.3309342,0.7447010406421158,0.9992357540704399
Fibroblasts,Vascular stroma,IL1RL1,0.36585575,0.33005047,0.7144727040539904,0.9992357540704399
Fibroblasts,Vascular stroma,KRT80,-0.3204735,-0.32988262,0.7486094160919656,0.9992357540704399
Fibroblasts,Vascular stroma,ADGRD1,0.65247774,0.32950488,0.5140930395488912,0.9992357540704399
Fibroblasts,Vascular stroma,ADGRG2,-0.2531996,-0.3291502,0.8001139700681669,0.9992357540704399
Fibroblasts,Vascular stroma,COL9A2,-2.2184865,-0.32905382,0.026521676164082485,0.3350106462831472
Fibroblasts,Vascular stroma,FZD7,1.1753931,0.3286457,0.23983746645116366,0.9992357540704399
Fibroblasts,Vascular stroma,COL12A1,-1.8946921,-0.32755756,0.058133217416512624,0.6177077688393376
Fibroblasts,Vascular stroma,EPHA3,0.7518288,0.32706913,0.4521540204654346,0.9992357540704399
Fibroblasts,Vascular stroma,IL1RN,-0.6818724,-0.32588485,0.4953196196656565,0.9992357540704399
Fibroblasts,Vascular stroma,CD40,-0.91425866,-0.32527667,0.3605809592977358,0.9992357540704399
Fibroblasts,Vascular stroma,ICOS,-0.5018246,-0.32514393,0.6157908998076116,0.9992357540704399
Fibroblasts,Vascular stroma,IGHM,-0.7046591,-0.32478407,0.4810224182713324,0.9992357540704399
Fibroblasts,Vascular stroma,MAP1LC3B,0.9992081,0.32445386,0.317693899168507,0.9992357540704399
Fibroblasts,Vascular stroma,DMBT1,-0.41221943,-0.3230266,0.6801785979462265,0.9992357540704399
Fibroblasts,Vascular stroma,ANXA2,-2.4925258,-0.3223237,0.012683814373607565,0.17647046085019222
Fibroblasts,Vascular stroma,HLA.E,-2.6086285,-0.32113492,0.00909058639985695,0.13222671127064656
Fibroblasts,Vascular stroma,MT2A,-2.8938398,-0.3194493,0.003805621479410745,0.0628180440146077
Fibroblasts,Vascular stroma,KLF2,-1.4932418,-0.31931514,0.1353739199900545,0.9805354045488437
Fibroblasts,Vascular stroma,AHI1,1.1414762,0.31814918,0.2536718230744007,0.9992357540704399
Fibroblasts,Vascular stroma,VPREB3,0.27241662,0.3181135,0.7853017050092992,0.9992357540704399
Fibroblasts,Vascular stroma,COL15A1,1.5535072,0.31682217,0.12030201739905302,0.9346517921781426
Fibroblasts,Vascular stroma,GC,-0.34288853,-0.31572714,0.7316823174805331,0.9992357540704399
Fibroblasts,Vascular stroma,CXCL6,-0.41159135,-0.31411052,0.6806389825990173,0.9992357540704399
Fibroblasts,Vascular stroma,KRT5,-0.2957633,-0.31385174,0.7674108431541766,0.9992357540704399
Fibroblasts,Vascular stroma,LTBR,1.8915306,0.31337702,0.058553548921228875,0.6177077688393376
Fibroblasts,Vascular stroma,PRF1,0.36145914,0.31290507,0.7177562574223662,0.9992357540704399
Fibroblasts,Vascular stroma,FOS,-2.8893254,-0.31234336,0.0038606922883977646,0.0628180440146077
Fibroblasts,Vascular stroma,BCL2L1,1.8315452,0.31220555,0.06701920738763072,0.6701920738763071
Fibroblasts,Vascular stroma,TNFSF12,-0.7177496,-0.30886176,0.47291171193148906,0.9992357540704399
Fibroblasts,Vascular stroma,AR,-0.56166345,-0.30812877,0.5743453321218932,0.9992357540704399
Fibroblasts,Vascular stroma,PTGDS,-2.9952533,-0.30783284,0.0027421709838567516,0.0478633480818633
Fibroblasts,Vascular stroma,RPS4Y1,0.2940439,0.30779326,0.7687243506165912,0.9992357540704399
Fibroblasts,Vascular stroma,LTB,-0.7154361,-0.30774316,0.4743396128595986,0.9992357540704399
Fibroblasts,Vascular stroma,LGALS1,-3.6155255,-0.30363783,0.00029973894792762867,0.005872436530827011
Fibroblasts,Vascular stroma,CX3CL1,0.6152449,0.301825,0.5383929671575325,0.9992357540704399
Fibroblasts,Vascular stroma,MMP16,0.7199296,0.301804,0.4715683578186587,0.9992357540704399
Fibroblasts,Vascular stroma,CD8A,-0.5081448,-0.29969215,0.611351808351831,0.9992357540704399
Fibroblasts,Vascular stroma,MERTK,0.42473418,0.29935688,0.6710304767356494,0.9992357540704399
Fibroblasts,Vascular stroma,CD40LG,0.2424226,0.29898047,0.8084527286136678,0.9992357540704399
Fibroblasts,Vascular stroma,RARA,1.8191063,0.29824847,0.06889520462774419,0.6748918004350452
Fibroblasts,Vascular stroma,NRIP3,-0.31040832,-0.2967312,0.7562504644676649,0.9992357540704399
Fibroblasts,Vascular stroma,ADGRF5,0.44244114,0.29361513,0.6581700256572676,0.9992357540704399
Fibroblasts,Vascular stroma,SREBF1,-0.8841809,-0.29351562,0.37659857833593924,0.9992357540704399
Fibroblasts,Vascular stroma,MAPK13,-0.37828413,-0.29301348,0.7052195270375063,0.9992357540704399
Fibroblasts,Vascular stroma,OLFM4,-0.34620696,-0.2929758,0.7291871887288791,0.9992357540704399
Fibroblasts,Vascular stroma,TNFRSF10A,-0.23365286,-0.29273057,0.8152544876486003,0.9992357540704399
Fibroblasts,Vascular stroma,TSHZ2,1.3808421,0.28888327,0.1673275311724538,0.9992357540704399
Fibroblasts,Vascular stroma,CD44,-1.5934486,-0.28819424,0.1110595923703568,0.9161931740573636
Fibroblasts,Vascular stroma,ESAM,0.5190762,0.2828369,0.6037076006086974,0.9992357540704399
Fibroblasts,Vascular stroma,CLEC4D,-0.2952556,-0.28266865,0.767798628395114,0.9992357540704399
Fibroblasts,Vascular stroma,ITGAE,-0.53248596,-0.28238595,0.5943894559245809,0.9992357540704399
Fibroblasts,Vascular stroma,FGF1,-0.7912102,-0.28159592,0.4288213572890388,0.9992357540704399
Fibroblasts,Vascular stroma,MX1,-1.5345728,-0.2808141,0.12488879504774784,0.9346517921781426
Fibroblasts,Vascular stroma,IFIT1,0.6131696,0.27991626,0.5397641845984376,0.9992357540704399
Fibroblasts,Vascular stroma,BMP2,0.5782006,0.2796967,0.5631286912582315,0.9992357540704399
Fibroblasts,Vascular stroma,SNAI2,1.5364231,0.27957016,0.12443465285372837,0.9346517921781426
Fibroblasts,Vascular stroma,TAP1,-1.0566392,-0.27903542,0.2906762584916557,0.9992357540704399
Fibroblasts,Vascular stroma,DUSP2,-0.42049453,-0.278958,0.6741242162034937,0.9992357540704399
Fibroblasts,Vascular stroma,ITGB6,-0.44465253,-0.27796552,0.6565708780456614,0.9992357540704399
Fibroblasts,Vascular stroma,PPARG,0.47545782,0.2779559,0.6344606838551345,0.9992357540704399
Fibroblasts,Vascular stroma,FYB1,-0.5317846,-0.27740768,0.5948751890938567,0.9992357540704399
Fibroblasts,Vascular stroma,MYL9,-1.9114516,-0.27673897,0.055946571572083124,0.6034686371820202
Fibroblasts,Vascular stroma,IER3,-1.9970003,-0.276295,0.045825145003319606,0.535945906726575
Fibroblasts,Vascular stroma,IL2,-0.354592,-0.27614504,0.7228952828909416,0.9992357540704399
Fibroblasts,Vascular stroma,ZFP36,-2.7427235,-0.27475074,0.006093195531200241,0.0943462533863263
Fibroblasts,Vascular stroma,CXCL16,-0.8582145,-0.27427858,0.3907740267945702,0.9992357540704399
Fibroblasts,Vascular stroma,MMP8,-0.41022,-0.273999,0.6816445692060543,0.9992357540704399
Fibroblasts,Vascular stroma,CCR10,-0.48171258,-0.2739046,0.6300101383934531,0.9992357540704399
Fibroblasts,Vascular stroma,CENPF,0.18906356,0.27386147,0.8500430029766189,0.9992357540704399
Fibroblasts,Vascular stroma,ACE2,0.38178575,0.2730043,0.7026202880657686,0.9992357540704399
Fibroblasts,Vascular stroma,IGF2R,1.2272316,0.27238438,0.21973552888931425,0.9992357540704399
Fibroblasts,Vascular stroma,GATA3,-0.40368,-0.27234745,0.6864480531129785,0.9992357540704399
Fibroblasts,Vascular stroma,IL6ST,1.8856999,0.27232212,0.05933541695791614,0.6191521769521684
Fibroblasts,Vascular stroma,CELSR1,-0.6829323,-0.2712885,0.4946496000493218,0.9992357540704399
Fibroblasts,Vascular stroma,COL6A1,5.8863716,0.27113062,3.947667041584793e-09,1.8046477904387624e-07
Fibroblasts,Vascular stroma,MMP12,-0.34838435,-0.26922768,0.727551561578454,0.9992357540704399
Fibroblasts,Vascular stroma,CXCL14,-0.65486187,-0.26756915,0.5125567012757817,0.9992357540704399
Fibroblasts,Vascular stroma,KRT6B,-0.38870785,-0.26714715,0.6974922749842637,0.9992357540704399
Fibroblasts,Vascular stroma,DUSP5,-1.780374,-0.26325715,0.07501477076260384,0.7130116824960364
Fibroblasts,Vascular stroma,KRT16,-0.4680437,-0.2630691,0.6397533202553812,0.9992357540704399
Fibroblasts,Vascular stroma,IFNG,0.20082459,0.26303393,0.8408357412716749,0.9992357540704399
Fibroblasts,Vascular stroma,CLEC14A,0.45133647,0.26216638,0.6517470578506459,0.9992357540704399
Fibroblasts,Vascular stroma,CD164,-0.7050831,-0.26152205,0.48075855496904385,0.9992357540704399
Fibroblasts,Vascular stroma,PDGFA,-0.994746,-0.25999996,0.3198598077449123,0.9992357540704399
Fibroblasts,Vascular stroma,CEACAM6,-0.44732717,-0.25988227,0.6546388616221808,0.9992357540704399
Fibroblasts,Vascular stroma,S100A2,-0.4402742,-0.25928175,0.6597385195855002,0.9992357540704399
Fibroblasts,Vascular stroma,PTGDR2,-0.44410557,-0.25884306,0.6569662608126696,0.9992357540704399
Fibroblasts,Vascular stroma,IL7,-0.4013927,-0.25814053,0.6881310290451153,0.9992357540704399
Fibroblasts,Vascular stroma,IFNL2,-0.32362965,-0.25801113,0.7462184283299567,0.9992357540704399
Fibroblasts,Vascular stroma,CD14,0.81063914,0.25695953,0.41757292626763476,0.9992357540704399
Fibroblasts,Vascular stroma,CSK,-0.68752,-0.25663933,0.4917550862965121,0.9992357540704399
Fibroblasts,Vascular stroma,CD68,-1.5999912,-0.25638002,0.10960053188743873,0.9149261792342711
Fibroblasts,Vascular stroma,PPBP,0.19652739,0.25425217,0.844197400442849,0.9992357540704399
Fibroblasts,Vascular stroma,ICOSLG,-0.4228682,-0.25351396,0.6723914209780266,0.9992357540704399
Fibroblasts,Vascular stroma,TNFSF8,-0.1828088,-0.25324777,0.8549480374165437,0.9992357540704399
Fibroblasts,Vascular stroma,AHR,1.2914227,0.25211126,0.19655715088616188,0.9992357540704399
Fibroblasts,Vascular stroma,TNFRSF11A,-0.46795213,-0.2509269,0.63981882309437,0.9992357540704399
Fibroblasts,Vascular stroma,CCR7,-0.7899854,-0.25015146,0.42953629991847453,0.9992357540704399
Fibroblasts,Vascular stroma,BAG3,-0.6992078,-0.24955937,0.4844221948562494,0.9992357540704399
Fibroblasts,Vascular stroma,TPSB2,0.41002634,0.24947862,0.6817866251623264,0.9992357540704399
Fibroblasts,Vascular stroma,FGF7,-1.6932917,-0.24855885,0.0903999622322276,0.7904453941197703
Fibroblasts,Vascular stroma,YES1,-0.7291442,-0.24837916,0.4659134547973264,0.9992357540704399
Fibroblasts,Vascular stroma,CCL11,-0.33629096,-0.24806634,0.736651472955715,0.9992357540704399
Fibroblasts,Vascular stroma,BRCA1,-0.5185528,-0.24764833,0.6040726342690439,0.9992357540704399
Fibroblasts,Vascular stroma,NR1H4,-0.29926494,-0.24759369,0.7647379148221961,0.9992357540704399
Fibroblasts,Vascular stroma,ACE,-0.32810745,-0.2475713,0.7428304324968577,0.9992357540704399
Fibroblasts,Vascular stroma,CD163,-0.38142982,-0.24687445,0.7028843276631058,0.9992357540704399
Fibroblasts,Vascular stroma,HDAC11,0.77379894,0.24686562,0.4390497019017131,0.9992357540704399
Fibroblasts,Vascular stroma,CUZD1,-0.420874,-0.24673384,0.6738470818107176,0.9992357540704399
Fibroblasts,Vascular stroma,RGS1,-0.49013686,-0.2458725,0.624037053479358,0.9992357540704399
Fibroblasts,Vascular stroma,KRT14,-1.3230078,-0.24558203,0.18583276483641475,0.9992357540704399
Fibroblasts,Vascular stroma,PTGES,-0.36505494,-0.24545957,0.7150703883751035,0.9992357540704399
Fibroblasts,Vascular stroma,HGF,1.7246177,0.24540082,0.08459637984888276,0.7661558929710136
Fibroblasts,Vascular stroma,FPR1,-0.37525097,-0.2448056,0.7074738209278136,0.9992357540704399
Fibroblasts,Vascular stroma,CD59,1.1880074,0.2443863,0.2348305247409609,0.9992357540704399
Fibroblasts,Vascular stroma,AQP3,0.4456025,0.24356002,0.655884389183542,0.9992357540704399
Fibroblasts,Vascular stroma,LAIR1,-0.4802863,-0.24351993,0.6310238380627665,0.9992357540704399
Fibroblasts,Vascular stroma,SIGIRR,-0.2925234,-0.24350679,0.7698864686050764,0.9992357540704399
Fibroblasts,Vascular stroma,CLEC5A,-0.26009554,-0.24306649,0.7947900824195009,0.9992357540704399
Fibroblasts,Vascular stroma,STAT5A,-0.8367861,-0.2429668,0.402712811855615,0.9992357540704399
Fibroblasts,Vascular stroma,ACVR1B,0.52341,0.24254112,0.600688938437606,0.9992357540704399
Fibroblasts,Vascular stroma,RSPO2,0.18419585,0.24230807,0.8538598193551155,0.9992357540704399
Fibroblasts,Vascular stroma,FASN,-0.39854795,-0.2419165,0.6902263141839922,0.9992357540704399
Fibroblasts,Vascular stroma,TNFAIP6,0.84373176,0.24145983,0.39881932053031055,0.9992357540704399
Fibroblasts,Vascular stroma,SOX2,0.32393587,0.2401568,0.7459865963818038,0.9992357540704399
Fibroblasts,Vascular stroma,APOA1,-0.29473743,-0.23942374,0.7681944691524638,0.9992357540704399
Fibroblasts,Vascular stroma,CD4,-1.1913258,-0.23913047,0.23352573191843928,0.9992357540704399
Fibroblasts,Vascular stroma,MAPK14,1.169769,0.23886396,0.24209390187991753,0.9992357540704399
Fibroblasts,Vascular stroma,BMP6,0.35257685,0.23803642,0.7244056920364289,0.9992357540704399
Fibroblasts,Vascular stroma,TNFRSF4,0.26349247,0.23725581,0.7921710300130664,0.9992357540704399
Fibroblasts,Vascular stroma,STAT3,-1.8500059,-0.23722048,0.0643127029943777,0.656810583772368
Fibroblasts,Vascular stroma,COL3A1,-0.62838775,-0.23671876,0.5297499432896411,0.9992357540704399
Fibroblasts,Vascular stroma,CCL20,-0.371294,-0.23664086,0.7104185681940007,0.9992357540704399
Fibroblasts,Vascular stroma,FLT1,0.9512899,0.23640977,0.34145723382229154,0.9992357540704399
Fibroblasts,Vascular stroma,PPARA,0.51279,0.23554221,0.6080981899889542,0.9992357540704399
Fibroblasts,Vascular stroma,CHEK2,0.46668547,0.23546909,0.6407249214645969,0.9992357540704399
Fibroblasts,Vascular stroma,JAK2,-0.95188135,-0.2349724,0.34115715839965766,0.9992357540704399
Fibroblasts,Vascular stroma,TYK2,-2.4025307,-0.23387878,0.016282072356294187,0.2170942980839225
Fibroblasts,Vascular stroma,NR1H2,-1.2223902,-0.23383316,0.22156013058047208,0.9992357540704399
Fibroblasts,Vascular stroma,IL4R,-0.95968276,-0.23315953,0.33721489363199864,0.9992357540704399
Fibroblasts,Vascular stroma,SERPINH1,-2.2692232,-0.23260309,0.023254750356740513,0.30168324787122824
Fibroblasts,Vascular stroma,RPL37,-1.9716412,-0.23260105,0.048650588057674596,0.5560067206591383
Fibroblasts,Vascular stroma,MZT2A,3.8300738,0.23200203,0.00012810477646826626,0.0027950133047621732
Fibroblasts,Vascular stroma,SPOCK2,-0.41088474,-0.23124938,0.6811570576072297,0.9992357540704399
Fibroblasts,Vascular stroma,DHRS2,0.335621,0.23103465,0.7371566963395251,0.9992357540704399
Fibroblasts,Vascular stroma,CD3E,-0.9112961,-0.22992754,0.3621393615418924,0.9992357540704399
Fibroblasts,Vascular stroma,CCR1,-0.53021175,-0.2297403,0.5959651223956848,0.9992357540704399
Fibroblasts,Vascular stroma,NOSIP,0.60832024,0.22852197,0.5429751033173942,0.9992357540704399
Fibroblasts,Vascular stroma,CD28,-0.41540438,-0.22824708,0.6778459017318902,0.9992357540704399
Fibroblasts,Vascular stroma,VCAN,-2.7206304,-0.22785199,0.006515756092009481,0.0992877118782397
Fibroblasts,Vascular stroma,ACKR4,0.41408277,0.22752647,0.67881349198683,0.9992357540704399
Fibroblasts,Vascular stroma,TNFSF18,-0.27487662,-0.22725956,0.783411019284188,0.9992357540704399
