cell_type,niche,names,scores,logfoldchanges,pvals,pvals_adj
Neutrophil,Cancer - myeloid-enriched,FOXP3,0.23750961,2.1641285,0.812261469501384,1.0
Neutrophil,Cancer - myeloid-enriched,PLVAP,-1.9118786,-2.1216497,0.055891773460175154,0.9654033597666618
Neutrophil,Cancer - myeloid-enriched,IGFBP7,-2.818644,-2.0937653,0.004822697418218979,0.15271875157693435
Neutrophil,Cancer - myeloid-enriched,RNF43,1.8666387,2.0842242,0.06195206973998399,0.9809077708830798
Neutrophil,Cancer - myeloid-enriched,LAMP3,0.6082803,2.057972,0.5430015911853957,1.0
Neutrophil,Cancer - myeloid-enriched,ARG1,0.4056841,2.016211,0.6849747220053441,1.0
Neutrophil,Cancer - myeloid-enriched,TCL1A,0.7105619,2.0011601,0.47735578569504333,1.0
Neutrophil,Cancer - myeloid-enriched,CCL8,0.67958236,1.998932,0.49676895173477675,1.0
Neutrophil,Cancer - myeloid-enriched,IL1B,1.1816472,1.9959174,0.23734573278934035,1.0
Neutrophil,Cancer - myeloid-enriched,CCL3L1,0.8443147,1.9950414,0.39849358564259296,1.0
Neutrophil,Cancer - myeloid-enriched,CCL4,1.0798573,1.9923323,0.28020571722696586,1.0
Neutrophil,Cancer - myeloid-enriched,PLA2G7,0.67810714,1.9808245,0.497703770319866,1.0
Neutrophil,Cancer - myeloid-enriched,DUSP2,0.53697824,1.9662629,0.5912826484013703,1.0
Neutrophil,Cancer - myeloid-enriched,CD74,-2.6337504,-1.9543228,0.008444754430530934,0.23628099595243474
Neutrophil,Cancer - myeloid-enriched,FHIT,0.9446293,1.9485085,0.34484816599494195,1.0
Neutrophil,Cancer - myeloid-enriched,SOX17,0.53845346,1.940184,0.5902640341622511,1.0
Neutrophil,Cancer - myeloid-enriched,FCGR1A,0.13326108,1.9216799,0.8939869050094764,1.0
Neutrophil,Cancer - myeloid-enriched,FCMR,0.7725209,1.9121467,0.43980598176483343,1.0
Neutrophil,Cancer - myeloid-enriched,CCL19,0.29553473,1.8875263,0.7675854299418003,1.0
Neutrophil,Cancer - myeloid-enriched,NELL2,0.26750565,1.8873268,0.7890798716212757,1.0
Neutrophil,Cancer - myeloid-enriched,MMP9,-0.6377846,-1.8868896,0.5236139130952893,1.0
Neutrophil,Cancer - myeloid-enriched,CCL26,0.5748421,1.8597692,0.5653981014554221,1.0
Neutrophil,Cancer - myeloid-enriched,IL15RA,0.67171454,1.8558753,0.5017654482409911,1.0
